"","game_str","play_id","pos_throw","ball_in","ball_out","time_transfer"
"820","1903_20_TeamNL_TeamB",188,4,6367216,6368066,850
"821","1903_20_TeamNL_TeamB",196,4,6678316,6680066,1750
"822","1903_20_TeamNL_TeamB",220,4,7623466,7624816,1350
"823","1903_20_TeamNL_TeamB",224,4,7704566,7705266,700
"824","1903_20_TeamNL_TeamB",245,6,8499216,8500666,1450
"825","1903_21_TeamNL_TeamB",36,5,1109808,1111608,1800
"826","1903_21_TeamNL_TeamB",39,6,1175508,1176358,850
"827","1903_21_TeamNL_TeamB",62,5,1918158,1919758,1600
"828","1903_21_TeamNL_TeamB",74,6,2385908,2386508,600
"829","1903_21_TeamNL_TeamB",101,6,3348708,3350108,1400
"830","1903_21_TeamNL_TeamB",105,6,3456608,3458108,1500
"831","1903_21_TeamNL_TeamB",132,6,4525358,4526908,1550
"832","1903_21_TeamNL_TeamB",139,5,4828058,4829508,1450
"833","1903_21_TeamNL_TeamB",167,4,5815758,5816958,1200
"834","1903_21_TeamNL_TeamB",172,4,5952508,5953608,1100
"835","1903_22_TeamNA_TeamA1",4,4,69313,70513,1200
"836","1903_22_TeamNA_TeamA1",20,4,555513,556763,1250
"837","1903_22_TeamNA_TeamA1",52,6,1446613,1447863,1250
"838","1903_22_TeamNA_TeamA1",76,4,2148513,2150063,1550
"839","1903_22_TeamNA_TeamA1",135,4,3826313,3826913,600
"840","1903_22_TeamNA_TeamA1",152,6,4393813,4394463,650
"841","1903_22_TeamNA_TeamA1",225,4,6869513,6870313,800
"842","1903_22_TeamNA_TeamA1",246,4,7651663,7653313,1650
"843","1903_23_TeamNA_TeamA1",26,4,673010,674610,1600
"844","1903_23_TeamNA_TeamA1",29,6,729660,730210,550
"845","1903_23_TeamNA_TeamA1",46,5,1232610,1233560,950
"846","1903_23_TeamNA_TeamA1",67,4,2019694,2021044,1350
"847","1903_23_TeamNA_TeamA1",110,4,3544494,3546194,1700
"848","1903_23_TeamNA_TeamA1",115,4,3672994,3674094,1100
"849","1903_23_TeamNA_TeamA1",140,4,4398894,4399694,800
"850","1903_23_TeamNA_TeamA1",254,4,8029194,8030344,1150
"851","1903_23_TeamNA_TeamA1",273,6,8582544,8583694,1150
"852","1903_24_TeamNA_TeamA1",57,4,1763269,1763719,450
"853","1903_24_TeamNA_TeamA1",60,4,1816569,1817469,900
"854","1903_24_TeamNA_TeamA1",108,4,3339019,3340469,1450
"855","1903_24_TeamNA_TeamA1",123,6,3893419,3894269,850
"856","1903_24_TeamNA_TeamA1",142,4,4482669,4484019,1350
"857","1903_24_TeamNA_TeamA1",147,4,4579019,4579919,900
"858","1903_24_TeamNA_TeamA1",156,5,4904269,4904969,700
"859","1903_24_TeamNA_TeamA1",168,5,5414869,5416119,1250
"860","1903_24_TeamNA_TeamA1",207,5,6741969,6743769,1800
"861","1903_25_TeamNH_TeamA3",39,4,1188561,1189711,1150
"862","1903_25_TeamNH_TeamA3",67,4,2133761,2134811,1050
"863","1903_25_TeamNH_TeamA3",76,4,2490761,2492311,1550
"864","1903_25_TeamNH_TeamA3",111,5,3649461,3650161,700
"865","1903_25_TeamNH_TeamA3",113,6,3797661,3798311,650
"866","1903_25_TeamNH_TeamA3",151,6,5231061,5231761,700
"867","1903_25_TeamNH_TeamA3",166,4,5693411,5694361,950
"868","1903_25_TeamNH_TeamA3",224,4,8022411,8023911,1500
"869","1903_25_TeamNH_TeamA3",241,6,8612911,8613911,1000
"870","1903_25_TeamNH_TeamA3",259,6,9345711,9346661,950
"871","1903_25_TeamNK_TeamB",3,4,81815,83165,1350
"872","1903_25_TeamNK_TeamB",50,5,1811215,1812565,1350
"873","1903_25_TeamNK_TeamB",77,5,2804115,2806065,1950
"874","1903_25_TeamNK_TeamB",118,4,4310565,4311915,1350
"875","1903_25_TeamNK_TeamB",120,6,4479065,4480115,1050
"876","1903_25_TeamNK_TeamB",149,6,5464815,5465365,550
"877","1903_25_TeamNK_TeamB",156,6,5811515,5811965,450
"878","1903_25_TeamNK_TeamB",179,4,6923665,6924265,600
"879","1903_25_TeamNK_TeamB",184,5,7189365,7190965,1600
"880","1903_25_TeamNK_TeamB",188,5,7273815,7275465,1650
"881","1903_25_TeamNK_TeamB",219,4,8599615,8600815,1200
"882","1903_25_TeamNK_TeamB",237,5,9069415,9071615,2200
"883","1903_25_TeamNK_TeamB",258,4,9960315,9961215,900
"884","1903_26_TeamNH_TeamA3",7,4,167713,168363,650
"885","1903_26_TeamNH_TeamA3",58,4,1832913,1833713,800
"886","1903_26_TeamNH_TeamA3",83,4,2670263,2671563,1300
"887","1903_26_TeamNH_TeamA3",197,4,6467063,6468513,1450
"888","1903_26_TeamNH_TeamA3",255,5,8690763,8692663,1900
"889","1903_26_TeamNH_TeamA3",278,6,9653163,9654863,1700
"890","1903_26_TeamNH_TeamA3",284,4,9818113,9819813,1700
"891","1903_26_TeamNH_TeamA3",340,5,11997363,11998313,950
"892","1903_26_TeamNK_TeamB",10,5,360510,361060,550
"893","1903_26_TeamNK_TeamB",26,4,849279,850429,1150
"894","1903_26_TeamNK_TeamB",42,4,1300929,1302129,1200
"895","1903_26_TeamNK_TeamB",59,6,1823229,1824379,1150
"896","1903_26_TeamNK_TeamB",74,5,2276129,2277779,1650
"897","1903_26_TeamNK_TeamB",76,6,2330979,2331629,650
"898","1903_26_TeamNK_TeamB",118,6,3772179,3773229,1050
"899","1903_26_TeamNK_TeamB",174,5,5758329,5760629,2300
"900","1903_26_TeamNK_TeamB",183,6,5989779,5990829,1050
"901","1903_26_TeamNK_TeamB",193,5,6403029,6403579,550
"902","1903_26_TeamNK_TeamB",199,4,6762679,6763479,800
"903","1903_26_TeamNK_TeamB",237,6,8090229,8091379,1150
"904","1903_26_TeamNK_TeamB",239,6,8150929,8151629,700
"905","1903_27_TeamNH_TeamA3",24,4,700807,701957,1150
"906","1903_27_TeamNH_TeamA3",50,6,1614157,1615507,1350
"907","1903_27_TeamNH_TeamA3",92,5,2908174,2909174,1000
"908","1903_27_TeamNH_TeamA3",99,6,3038074,3039724,1650
"909","1903_27_TeamNH_TeamA3",126,6,3957724,3959224,1500
"910","1903_27_TeamNH_TeamA3",128,4,4117274,4117874,600
"911","1903_27_TeamNH_TeamA3",136,4,6839074,6840774,1700
"912","1903_27_TeamNH_TeamA3",143,5,7180624,7181974,1350
"913","1903_27_TeamNH_TeamA3",150,6,7340374,7341824,1450
"914","1903_27_TeamNH_TeamA3",236,4,10494674,10496074,1400
"915","1903_27_TeamNK_TeamB",3,6,92870,93893,1023
"916","1903_27_TeamNK_TeamB",102,4,3981198,3981924,726
"917","1903_27_TeamNK_TeamB",123,6,4657112,4657838,726
"918","1903_27_TeamNK_TeamB",135,4,5029913,5030606,693
"919","1903_27_TeamNK_TeamB",139,4,5216825,5217353,528
"920","1903_27_TeamNK_TeamB",247,6,9061730,9063083,1353
"921","1903_27_TeamNK_TeamB",273,4,10025925,10026783,858
"922","1903_28_TeamNF_TeamA2",110,6,3545951,3547001,1050
"923","1903_28_TeamNF_TeamA2",168,5,5713101,5714101,1000
"924","1903_28_TeamNF_TeamA2",196,6,6898351,6899751,1400
"925","1903_28_TeamNF_TeamA2",256,4,8913501,8914701,1200
"926","1903_29_TeamNF_TeamA2",24,5,616504,617204,700
"927","1903_29_TeamNF_TeamA2",31,4,934254,935204,950
"928","1903_29_TeamNF_TeamA2",60,5,1832054,1832854,800
"929","1903_29_TeamNF_TeamA2",67,5,2185529,2187529,2000
"930","1903_29_TeamNF_TeamA2",76,6,2492529,2494079,1550
"931","1903_29_TeamNF_TeamA2",102,4,3395029,3396279,1250
"932","1903_29_TeamNF_TeamA2",114,6,3805221,3806221,1000
"933","1903_29_TeamNF_TeamA2",130,4,4382921,4383821,900
"934","1903_29_TeamNF_TeamA2",143,5,4802971,4804771,1800
"935","1903_29_TeamNF_TeamA2",197,4,6619821,6620821,1000
"936","1903_29_TeamNF_TeamA2",211,4,7029871,7031371,1500
"937","1903_29_TeamNF_TeamA2",232,5,7824221,7825921,1700
"938","1903_29_TeamNF_TeamA2",235,5,8015971,8016521,550
"939","1903_29_TeamNF_TeamA2",254,4,8745671,8746971,1300
"940","1903_29_TeamNF_TeamA2",255,4,8891721,8892671,950
"941","1903_30_TeamNB_TeamA1",3,5,85884,87884,2000
"942","1903_30_TeamNB_TeamA1",22,4,609234,609984,750
"943","1903_30_TeamNB_TeamA1",29,4,832634,833534,900
"944","1903_30_TeamNB_TeamA1",61,4,1855784,1856634,850
"945","1903_30_TeamNB_TeamA1",64,6,1912584,1914134,1550
"946","1903_30_TeamNB_TeamA1",104,5,3319671,3320371,700
"947","1903_30_TeamNB_TeamA1",116,4,3672621,3674021,1400
"948","1903_30_TeamNB_TeamA1",138,5,4536121,4537471,1350
"949","1903_30_TeamNB_TeamA1",171,6,5662021,5662871,850
"950","1903_30_TeamNB_TeamA1",211,5,7332648,7333248,600
"951","1903_30_TeamNB_TeamA1",219,4,7476698,7477648,950
"952","1903_30_TeamNB_TeamA1",226,4,7776348,7777298,950
"953","1903_30_TeamNB_TeamA1",252,4,8628248,8628948,700
"954","1903_30_TeamNB_TeamA1",263,5,9002198,9003748,1550
"955","1903_30_TeamNB_TeamA1",268,4,9113098,9113948,850
"956","1903_30_TeamNF_TeamA2",1,6,16397,17297,900
"957","1903_30_TeamNF_TeamA2",30,5,767247,768047,800
"958","1903_30_TeamNF_TeamA2",32,6,832547,833647,1100
"959","1903_30_TeamNF_TeamA2",87,5,2424797,2425597,800
"960","1903_30_TeamNF_TeamA2",106,6,3163097,3164797,1700
"961","1903_30_TeamNF_TeamA2",113,5,3320147,3320847,700
"962","1903_30_TeamNF_TeamA2",131,6,3952847,3954047,1200
"963","1903_30_TeamNF_TeamA2",138,4,4203897,4204497,600
"964","1903_30_TeamNF_TeamA2",140,6,4261947,4262997,1050
"965","1903_30_TeamNF_TeamA2",147,5,4512747,4514047,1300
"966","1903_30_TeamNF_TeamA2",171,4,5372497,5373547,1050
"967","1903_30_TeamNF_TeamA2",193,5,6011647,6013247,1600
"968","1903_30_TeamNF_TeamA2",205,6,6458247,6459397,1150
"969","1903_30_TeamNF_TeamA2",207,6,6625547,6626997,1450
"970","1903_30_TeamNF_TeamA2",212,6,6759947,6761047,1100
"971","1903_30_TeamNF_TeamA2",259,5,8530197,8531397,1200
"972","1903_31_TeamNB_TeamA1",18,5,504742,505992,1250
"973","1903_31_TeamNB_TeamA1",53,6,1875288,1877338,2050
"974","1903_31_TeamNB_TeamA1",124,6,4348288,4349388,1100
"975","1903_31_TeamNB_TeamA1",132,6,4674138,4675388,1250
"976","1903_31_TeamNB_TeamA1",150,4,5204688,5205838,1150
"977","1903_31_TeamNB_TeamA1",221,5,7616238,7617438,1200
"978","1903_31_TeamNB_TeamA1",241,4,8393288,8394238,950
"979","1903_31_TeamNB_TeamA1",284,4,9923188,9925038,1850
"980","1903_31_TeamNB_TeamA1",290,4,10198638,10200188,1550
"981","1903_31_TeamNB_TeamA1",297,4,10356788,10357638,850
"982","1903_32_TeamNB_TeamA1",3,4,47938,48588,650
"983","1903_32_TeamNB_TeamA1",18,5,498288,499788,1500
"984","1903_32_TeamNB_TeamA1",39,5,1105038,1105988,950
"985","1903_32_TeamNB_TeamA1",42,6,1168138,1168988,850
"986","1903_32_TeamNB_TeamA1",54,4,1673138,1673888,750
"987","1903_32_TeamNB_TeamA1",58,6,1744938,1745688,750
"988","1903_32_TeamNB_TeamA1",74,5,2152038,2152888,850
"989","1903_32_TeamNB_TeamA1",76,5,2310238,2311288,1050
"990","1903_32_TeamNB_TeamA1",80,6,2574477,2575177,700
"991","1903_32_TeamNB_TeamA1",84,4,2652227,2653577,1350
"992","1903_32_TeamNB_TeamA1",132,5,4348927,4350527,1600
"993","1903_32_TeamNB_TeamA1",144,6,4757977,4758777,800
