"","game_str","play_id","Batter_Time_HF","throw_time"
"1014","1902_16_TeamMD_TeamA2",237,4700,4450
"1015","1902_16_TeamMD_TeamA2",244,4600,4000
"1016","1902_16_TeamMD_TeamA2",265,NA,4400
"1017","1902_17_TeamMB_TeamA1",2,4400,3950
"1018","1902_17_TeamMB_TeamA1",9,4850,3850
"1019","1902_17_TeamMB_TeamA1",38,4500,3950
"1020","1902_17_TeamMB_TeamA1",42,NA,NA
"1021","1902_17_TeamMB_TeamA1",54,NA,3950
"1022","1902_17_TeamMB_TeamA1",56,NA,3850
"1023","1902_17_TeamMB_TeamA1",57,NA,4150
"1024","1902_17_TeamMB_TeamA1",59,4150,3800
"1025","1902_17_TeamMB_TeamA1",68,NA,NA
"1026","1902_17_TeamMB_TeamA1",70,NA,2200
"1027","1902_17_TeamMB_TeamA1",80,4100,4100
"1028","1902_17_TeamMB_TeamA1",81,5000,1750
"1029","1902_17_TeamMB_TeamA1",82,NA,1250
"1030","1902_17_TeamMB_TeamA1",83,NA,1900
"1031","1902_17_TeamMB_TeamA1",85,NA,1000
"1032","1902_17_TeamMB_TeamA1",89,NA,3400
"1033","1902_17_TeamMB_TeamA1",99,4250,3700
"1034","1902_17_TeamMB_TeamA1",102,NA,3650
"1035","1902_17_TeamMB_TeamA1",103,NA,3950
"1036","1902_17_TeamMB_TeamA1",115,NA,1300
"1037","1902_17_TeamMB_TeamA1",117,4900,5600
"1038","1902_17_TeamMB_TeamA1",123,NA,4000
"1039","1902_17_TeamMB_TeamA1",126,NA,1850
"1040","1902_17_TeamMB_TeamA1",129,4400,3800
"1041","1902_17_TeamMB_TeamA1",139,4450,2300
"1042","1902_17_TeamMB_TeamA1",151,NA,2250
"1043","1902_17_TeamMB_TeamA1",155,4450,2550
"1044","1902_17_TeamMB_TeamA1",159,NA,NA
"1045","1902_17_TeamMB_TeamA1",174,NA,NA
"1046","1902_17_TeamMB_TeamA1",177,NA,NA
"1047","1902_17_TeamMB_TeamA1",179,NA,NA
"1048","1902_17_TeamMB_TeamA1",182,NA,NA
"1049","1902_17_TeamMB_TeamA1",192,NA,NA
"1050","1902_17_TeamMB_TeamA1",193,NA,3850
"1051","1902_17_TeamMB_TeamA1",200,NA,NA
"1052","1902_17_TeamMB_TeamA1",202,NA,4000
"1053","1902_17_TeamMB_TeamA1",208,NA,NA
"1054","1902_17_TeamMB_TeamA1",209,NA,NA
"1055","1902_17_TeamMB_TeamA1",212,NA,NA
"1056","1902_17_TeamMB_TeamA1",215,NA,NA
"1057","1902_17_TeamMB_TeamA1",246,4450,3800
"1058","1902_18_TeamMB_TeamA1",28,4200,4250
"1059","1902_18_TeamMB_TeamA1",31,4700,8050
"1060","1902_18_TeamMB_TeamA1",34,NA,NA
"1061","1902_18_TeamMB_TeamA1",48,4700,3850
"1062","1902_18_TeamMB_TeamA1",60,NA,NA
"1063","1902_18_TeamMB_TeamA1",71,4500,2850
"1064","1902_18_TeamMB_TeamA1",75,NA,4100
"1065","1902_18_TeamMB_TeamA1",86,4350,4050
"1066","1902_18_TeamMB_TeamA1",90,4850,4950
"1067","1902_18_TeamMB_TeamA1",92,4500,4250
"1068","1902_18_TeamMB_TeamA1",96,4450,4100
"1069","1902_18_TeamMB_TeamA1",112,4700,3650
"1070","1902_18_TeamMB_TeamA1",129,NA,NA
"1071","1902_18_TeamMB_TeamA1",144,NA,NA
"1072","1902_18_TeamMB_TeamA1",145,4600,4100
"1073","1902_18_TeamMB_TeamA1",146,NA,3800
"1074","1902_18_TeamMB_TeamA1",158,4700,3900
"1075","1902_18_TeamMB_TeamA1",190,4800,3950
"1076","1902_18_TeamMB_TeamA1",193,3950,3700
"1077","1902_18_TeamMB_TeamA1",196,NA,1300
"1078","1902_18_TeamMB_TeamA1",241,4450,4250
"1079","1902_19_TeamME_TeamA2",23,4500,4250
"1080","1902_19_TeamME_TeamA2",24,4450,3950
"1081","1902_19_TeamME_TeamA2",33,NA,NA
"1082","1902_19_TeamME_TeamA2",46,5200,10800
"1083","1902_19_TeamME_TeamA2",62,4350,4000
"1084","1902_19_TeamME_TeamA2",143,NA,2650
"1085","1902_19_TeamME_TeamA2",154,4350,3900
"1086","1902_19_TeamME_TeamA2",161,4700,4350
"1087","1902_19_TeamME_TeamA2",179,4350,1400
"1088","1902_19_TeamME_TeamA2",182,4500,3950
"1089","1902_19_TeamME_TeamA2",213,5050,4000
"1090","1902_19_TeamME_TeamA2",235,4800,3850
"1091","1902_19_TeamME_TeamA2",243,4400,4650
"1092","1902_19_TeamME_TeamA2",261,4650,4050
"1093","1902_19_TeamME_TeamA2",280,4600,3900
"1094","1902_20_TeamME_TeamA2",8,4300,3950
"1095","1902_20_TeamME_TeamA2",34,5250,4000
"1096","1902_20_TeamME_TeamA2",49,5000,1200
"1097","1902_20_TeamME_TeamA2",53,4600,4000
"1098","1902_20_TeamME_TeamA2",61,NA,2850
"1099","1902_20_TeamME_TeamA2",95,4550,4050
"1100","1902_20_TeamME_TeamA2",97,5050,4300
"1101","1902_20_TeamME_TeamA2",105,4600,4650
"1102","1902_20_TeamME_TeamA2",113,5250,6900
"1103","1902_20_TeamME_TeamA2",124,4050,3900
"1104","1902_20_TeamME_TeamA2",129,5300,3750
"1105","1902_20_TeamME_TeamA2",141,4500,3700
"1106","1902_20_TeamME_TeamA2",171,4450,3900
"1107","1902_20_TeamME_TeamA2",193,4800,4250
"1108","1902_20_TeamME_TeamA2",198,4550,4200
"1109","1902_20_TeamME_TeamA2",229,NA,2100
"1110","1902_20_TeamME_TeamA2",232,4550,4200
"1111","1902_20_TeamME_TeamA2",241,4650,3650
"1112","1902_20_TeamME_TeamA2",273,NA,NA
"1113","1902_20_TeamME_TeamA2",274,NA,NA
"1114","1902_20_TeamME_TeamA2",275,NA,NA
"1115","1902_20_TeamME_TeamA2",293,NA,NA
"1116","1902_20_TeamME_TeamA2",298,4750,2550
"1117","1902_21_TeamME_TeamA2",4,4300,4400
"1118","1902_21_TeamME_TeamA2",7,NA,NA
"1119","1902_21_TeamME_TeamA2",9,NA,NA
"1120","1902_21_TeamME_TeamA2",10,4400,6600
"1121","1902_21_TeamME_TeamA2",11,NA,NA
"1122","1902_21_TeamME_TeamA2",15,NA,NA
"1123","1902_21_TeamME_TeamA2",18,NA,1150
"1124","1902_21_TeamME_TeamA2",21,NA,3600
"1125","1902_21_TeamME_TeamA2",25,NA,NA
"1126","1902_21_TeamME_TeamA2",33,NA,4150
"1127","1902_21_TeamME_TeamA2",41,4700,4300
"1128","1902_21_TeamME_TeamA2",43,NA,1700
"1129","1902_21_TeamME_TeamA2",48,NA,1300
"1130","1902_21_TeamME_TeamA2",57,NA,NA
"1131","1902_21_TeamME_TeamA2",60,NA,NA
"1132","1902_21_TeamME_TeamA2",62,NA,NA
"1133","1902_21_TeamME_TeamA2",63,NA,3500
"1134","1902_21_TeamME_TeamA2",76,NA,3650
"1135","1902_21_TeamME_TeamA2",77,5150,1000
"1136","1902_21_TeamME_TeamA2",79,NA,NA
"1137","1902_21_TeamME_TeamA2",86,NA,3850
"1138","1902_21_TeamME_TeamA2",99,NA,4050
"1139","1902_21_TeamME_TeamA2",109,NA,850
"1140","1902_21_TeamME_TeamA2",111,NA,3750
"1141","1902_21_TeamME_TeamA2",126,NA,3600
"1142","1902_21_TeamME_TeamA2",141,4050,3850
"1143","1902_21_TeamME_TeamA2",143,NA,4200
"1144","1902_21_TeamME_TeamA2",154,NA,4050
"1145","1902_21_TeamME_TeamA2",164,NA,1400
"1146","1902_21_TeamME_TeamA2",166,NA,1950
"1147","1902_21_TeamME_TeamA2",174,NA,3900
"1148","1902_21_TeamME_TeamA2",181,5100,3450
"1149","1902_21_TeamME_TeamA2",187,NA,4050
"1150","1902_21_TeamME_TeamA2",189,NA,3900
"1151","1902_21_TeamME_TeamA2",207,4700,4200
"1152","1902_21_TeamME_TeamA2",209,4550,2400
"1153","1902_22_TeamMA_TeamA1",2,4600,3900
"1154","1902_22_TeamMA_TeamA1",3,NA,NA
"1155","1902_22_TeamMA_TeamA1",15,NA,3900
"1156","1902_22_TeamMA_TeamA1",30,NA,NA
"1157","1902_22_TeamMA_TeamA1",57,NA,3900
"1158","1902_22_TeamMA_TeamA1",72,5200,8350
"1159","1902_22_TeamMA_TeamA1",75,4150,4100
"1160","1902_22_TeamMA_TeamA1",84,4650,3900
"1161","1902_22_TeamMA_TeamA1",101,NA,3650
"1162","1902_22_TeamMA_TeamA1",104,NA,3850
"1163","1902_22_TeamMA_TeamA1",114,NA,NA
"1164","1902_22_TeamMA_TeamA1",115,NA,NA
"1165","1902_22_TeamMA_TeamA1",151,NA,950
"1166","1902_22_TeamMA_TeamA1",155,NA,3850
"1167","1902_22_TeamMA_TeamA1",157,NA,4050
"1168","1902_22_TeamMA_TeamA1",161,NA,4000
"1169","1902_22_TeamMA_TeamA1",164,NA,4050
"1170","1902_22_TeamMA_TeamA1",182,4100,4100
"1171","1902_22_TeamMA_TeamA1",185,4650,3900
"1172","1902_22_TeamMA_TeamA1",193,4300,3750
"1173","1902_22_TeamMA_TeamA1",195,4200,3850
"1174","1902_22_TeamMA_TeamA1",213,NA,5950
"1175","1902_22_TeamMA_TeamA1",217,5500,6650
"1176","1902_22_TeamMA_TeamA1",226,3950,2250
"1177","1902_22_TeamMA_TeamA1",230,4400,3500
"1178","1902_22_TeamMA_TeamA1",249,NA,3750
"1179","1902_23_TeamMA_TeamA1",3,4450,4050
"1180","1902_23_TeamMA_TeamA1",6,NA,4000
"1181","1902_23_TeamMA_TeamA1",31,NA,3850
"1182","1902_23_TeamMA_TeamA1",39,4550,4500
"1183","1902_23_TeamMA_TeamA1",71,5400,4650
"1184","1902_23_TeamMA_TeamA1",77,NA,NA
"1185","1902_23_TeamMA_TeamA1",97,NA,NA
"1186","1902_23_TeamMA_TeamA1",130,4550,4250
"1187","1902_23_TeamMA_TeamA1",134,NA,NA
"1188","1902_23_TeamMA_TeamA1",135,NA,NA
"1189","1902_23_TeamMA_TeamA1",138,4700,4450
"1190","1902_23_TeamMA_TeamA1",143,4300,1300
"1191","1902_23_TeamMA_TeamA1",152,4900,4000
"1192","1902_23_TeamMA_TeamA1",180,4450,3850
"1193","1902_23_TeamMA_TeamA1",221,4350,4000
"1194","1902_23_TeamMA_TeamA1",222,4400,4100
"1195","1902_23_TeamMA_TeamA1",236,NA,NA
"1196","1902_23_TeamMA_TeamA1",252,4750,4000
"1197","1902_23_TeamMA_TeamA1",255,4350,4150
"1198","1902_23_TeamMA_TeamA1",273,4600,4000
"1199","1902_24_TeamMA_TeamA1",5,4092,3927
"1200","1902_24_TeamMA_TeamA1",10,NA,4389
"1201","1902_24_TeamMA_TeamA1",14,NA,3960
"1202","1902_24_TeamMA_TeamA1",19,NA,990
"1203","1902_24_TeamMA_TeamA1",27,NA,4059
"1204","1902_24_TeamMA_TeamA1",32,NA,NA
"1205","1902_24_TeamMA_TeamA1",33,NA,NA
"1206","1902_24_TeamMA_TeamA1",36,NA,2343
"1207","1902_24_TeamMA_TeamA1",37,6105,5907
"1208","1902_24_TeamMA_TeamA1",43,NA,NA
"1209","1902_24_TeamMA_TeamA1",58,4521,4125
"1210","1902_24_TeamMA_TeamA1",65,NA,3861
"1211","1902_24_TeamMA_TeamA1",74,NA,3630
"1212","1902_24_TeamMA_TeamA1",76,NA,3894
"1213","1902_24_TeamMA_TeamA1",85,5016,4356
"1214","1902_24_TeamMA_TeamA1",89,NA,1815
"1215","1902_24_TeamMA_TeamA1",93,NA,3663
"1216","1902_24_TeamMA_TeamA1",99,NA,NA
"1217","1902_24_TeamMA_TeamA1",101,NA,NA
"1218","1902_24_TeamMA_TeamA1",118,4422,4389
"1219","1902_24_TeamMA_TeamA1",140,NA,1155
"1220","1902_24_TeamMA_TeamA1",141,NA,4191
"1221","1902_24_TeamMA_TeamA1",193,NA,NA
"1222","1902_24_TeamMA_TeamA1",196,NA,NA
"1223","1902_24_TeamMA_TeamA1",197,NA,NA
"1224","1902_24_TeamMA_TeamA1",204,NA,1848
"1225","1902_24_TeamMA_TeamA1",222,NA,NA
"1226","1902_24_TeamMA_TeamA1",224,NA,NA
"1227","1902_24_TeamMA_TeamA1",227,NA,4356
"1228","1902_24_TeamMA_TeamA1",234,4026,4059
"1229","1902_24_TeamMA_TeamA1",240,NA,4092
"1230","1902_24_TeamMA_TeamA1",278,NA,3795
"1231","1902_24_TeamMA_TeamA1",283,NA,4059
"1232","1902_24_TeamMA_TeamA1",284,4686,4521
"1233","1902_24_TeamMA_TeamA1",302,NA,3532
"1234","1902_24_TeamMA_TeamA1",322,4290,3960
"1235","1902_24_TeamMA_TeamA1",327,4455,4290
"1236","1902_24_TeamMA_TeamA1",356,NA,3927
"1237","1902_24_TeamMA_TeamA1",369,4521,1188
"1238","1902_24_TeamMA_TeamA1",374,NA,NA
"1239","1902_24_TeamMA_TeamA1",379,NA,NA
"1240","1902_24_TeamMA_TeamA1",380,NA,NA
"1241","1902_24_TeamMA_TeamA1",383,4752,7293
"1242","1902_25_TeamMH_TeamA3",11,NA,5100
"1243","1902_25_TeamMH_TeamA3",43,6250,9550
"1244","1902_25_TeamMH_TeamA3",49,5900,12100
"1245","1902_25_TeamMH_TeamA3",79,3900,3500
"1246","1902_25_TeamMH_TeamA3",87,NA,4000
"1247","1902_25_TeamMH_TeamA3",97,NA,NA
"1248","1902_25_TeamMH_TeamA3",98,6350,6950
"1249","1902_25_TeamMH_TeamA3",122,4300,4100
"1250","1902_25_TeamMH_TeamA3",126,NA,4300
"1251","1902_25_TeamMH_TeamA3",139,NA,NA
"1252","1902_25_TeamMH_TeamA3",149,4600,4350
"1253","1902_25_TeamMH_TeamA3",151,NA,3850
"1254","1902_25_TeamMH_TeamA3",157,NA,4250
"1255","1902_25_TeamMH_TeamA3",166,NA,1150
"1256","1902_25_TeamMH_TeamA3",169,NA,4000
"1257","1902_25_TeamMH_TeamA3",180,3950,2950
"1258","1902_25_TeamMH_TeamA3",198,4750,11700
"1259","1902_25_TeamMH_TeamA3",208,NA,NA
"1260","1902_25_TeamMH_TeamA3",248,NA,3600
"1261","1902_25_TeamMH_TeamA3",274,NA,NA
"1262","1902_25_TeamMH_TeamA3",322,4500,4750
"1263","1902_25_TeamMH_TeamA3",325,4750,4650
"1264","1902_26_TeamMC_TeamA1",8,NA,3600
"1265","1902_26_TeamMC_TeamA1",20,4300,1850
"1266","1902_26_TeamMC_TeamA1",22,NA,1450
"1267","1902_26_TeamMC_TeamA1",27,NA,NA
"1268","1902_26_TeamMC_TeamA1",34,NA,1900
"1269","1902_26_TeamMC_TeamA1",41,NA,NA
"1270","1902_26_TeamMC_TeamA1",48,NA,3950
"1271","1902_26_TeamMC_TeamA1",56,NA,4100
"1272","1902_26_TeamMC_TeamA1",71,NA,1800
"1273","1902_26_TeamMC_TeamA1",77,4550,4550
"1274","1902_26_TeamMC_TeamA1",80,NA,NA
"1275","1902_26_TeamMC_TeamA1",101,NA,NA
"1276","1902_26_TeamMC_TeamA1",109,4400,4300
"1277","1902_26_TeamMC_TeamA1",114,NA,NA
"1278","1902_26_TeamMC_TeamA1",115,NA,3850
"1279","1902_26_TeamMC_TeamA1",120,NA,4200
"1280","1902_26_TeamMC_TeamA1",188,NA,3750
"1281","1902_26_TeamMC_TeamA1",199,NA,4000
"1282","1902_26_TeamMC_TeamA1",204,NA,3950
"1283","1902_26_TeamMC_TeamA1",210,NA,NA
"1284","1902_26_TeamMC_TeamA1",220,NA,5800
"1285","1902_26_TeamMC_TeamA1",230,4400,4150
"1286","1902_26_TeamMC_TeamA1",254,NA,4000
"1287","1902_26_TeamMH_TeamA3",4,NA,3750
"1288","1902_26_TeamMH_TeamA3",11,NA,NA
"1289","1902_26_TeamMH_TeamA3",52,NA,NA
"1290","1902_26_TeamMH_TeamA3",54,NA,NA
"1291","1902_26_TeamMH_TeamA3",55,NA,NA
"1292","1902_26_TeamMH_TeamA3",56,NA,3700
"1293","1902_26_TeamMH_TeamA3",59,4500,1150
"1294","1902_26_TeamMH_TeamA3",99,NA,4600
"1295","1902_26_TeamMH_TeamA3",110,NA,NA
"1296","1902_26_TeamMH_TeamA3",111,NA,4200
"1297","1902_26_TeamMH_TeamA3",115,NA,NA
"1298","1902_26_TeamMH_TeamA3",130,4400,4300
"1299","1902_26_TeamMH_TeamA3",133,NA,NA
"1300","1902_26_TeamMH_TeamA3",139,5550,10700
"1301","1902_26_TeamMH_TeamA3",150,NA,4200
"1302","1902_26_TeamMH_TeamA3",156,NA,4250
"1303","1902_26_TeamMH_TeamA3",166,NA,4300
"1304","1902_26_TeamMH_TeamA3",171,NA,1050
"1305","1902_26_TeamMH_TeamA3",189,5450,11750
"1306","1902_26_TeamMH_TeamA3",202,NA,4200
"1307","1902_26_TeamMH_TeamA3",212,NA,NA
"1308","1902_26_TeamMH_TeamA3",216,NA,NA
"1309","1902_26_TeamMH_TeamA3",219,NA,4400
"1310","1902_26_TeamMH_TeamA3",254,4300,4200
"1311","1902_26_TeamMH_TeamA3",260,4400,4100
"1312","1902_26_TeamMH_TeamA3",279,NA,NA
"1313","1902_26_TeamMH_TeamA3",280,NA,NA
"1314","1902_26_TeamMH_TeamA3",281,NA,NA
"1315","1902_26_TeamMH_TeamA3",291,NA,3850
"1316","1902_26_TeamMH_TeamA3",297,NA,3850
"1317","1902_26_TeamMH_TeamA3",303,NA,NA
"1318","1902_26_TeamMH_TeamA3",304,NA,NA
"1319","1902_26_TeamMH_TeamA3",305,NA,NA
"1320","1902_26_TeamMH_TeamA3",306,4650,3550
"1321","1902_26_TeamMH_TeamA3",324,4750,7900
"1322","1902_26_TeamMH_TeamA3",336,NA,4250
"1323","1902_27_TeamMH_TeamA3",2,NA,3650
"1324","1902_27_TeamMH_TeamA3",42,NA,750
"1325","1902_27_TeamMH_TeamA3",57,NA,3950
"1326","1902_27_TeamMH_TeamA3",84,NA,NA
"1327","1902_27_TeamMH_TeamA3",104,4650,4600
"1328","1902_27_TeamMH_TeamA3",106,NA,NA
"1329","1902_27_TeamMH_TeamA3",124,4200,1850
"1330","1902_27_TeamMH_TeamA3",137,NA,NA
"1331","1902_27_TeamMH_TeamA3",151,4500,4200
"1332","1902_27_TeamMH_TeamA3",191,NA,4200
"1333","1902_27_TeamMH_TeamA3",237,4800,3300
"1334","1902_27_TeamMH_TeamA3",247,NA,NA
"1335","1902_27_TeamMH_TeamA3",248,NA,NA
"1336","1902_27_TeamMH_TeamA3",265,4650,4600
"1337","1902_27_TeamMH_TeamA3",272,NA,1650
"1338","1902_27_TeamMH_TeamA3",282,NA,3950
"1339","1902_27_TeamMH_TeamA3",289,NA,NA
"1340","1902_27_TeamMH_TeamA3",292,4300,3900
"1341","1902_27_TeamMH_TeamA3",297,5750,6100
"1342","1902_27_TeamMH_TeamA3",298,NA,NA
"1343","1902_27_TeamMH_TeamA3",302,4800,4200
"1344","1902_27_TeamMH_TeamA3",315,4550,4400
"1345","1902_28_TeamMC_TeamA1",16,NA,4000
"1346","1902_28_TeamMC_TeamA1",28,4500,4250
"1347","1902_28_TeamMC_TeamA1",44,NA,4200
"1348","1902_28_TeamMC_TeamA1",57,NA,4300
"1349","1902_28_TeamMC_TeamA1",71,NA,4450
"1350","1902_28_TeamMC_TeamA1",79,NA,NA
"1351","1902_28_TeamMC_TeamA1",102,NA,NA
"1352","1902_28_TeamMC_TeamA1",104,NA,NA
"1353","1902_28_TeamMC_TeamA1",105,NA,NA
"1354","1902_28_TeamMC_TeamA1",108,NA,NA
"1355","1902_28_TeamMC_TeamA1",113,NA,1350
"1356","1902_28_TeamMC_TeamA1",130,NA,NA
"1357","1902_28_TeamMC_TeamA1",133,NA,NA
"1358","1902_28_TeamMC_TeamA1",149,4150,4000
"1359","1902_28_TeamMC_TeamA1",167,4500,4400
"1360","1902_28_TeamMC_TeamA1",179,4500,3900
"1361","1902_28_TeamMC_TeamA1",182,NA,NA
"1362","1902_28_TeamMC_TeamA1",185,NA,NA
"1363","1902_28_TeamMC_TeamA1",186,NA,NA
"1364","1902_28_TeamMC_TeamA1",188,NA,NA
"1365","1902_28_TeamMC_TeamA1",192,NA,3900
"1366","1902_28_TeamMC_TeamA1",197,NA,NA
"1367","1902_28_TeamMC_TeamA1",206,NA,NA
"1368","1902_28_TeamMC_TeamA1",208,NA,NA
"1369","1902_28_TeamMC_TeamA1",211,NA,NA
"1370","1902_28_TeamMC_TeamA1",215,NA,NA
"1371","1902_28_TeamMC_TeamA1",216,NA,NA
"1372","1902_29_TeamMF_TeamA2",5,4900,4200
"1373","1902_29_TeamMF_TeamA2",15,NA,3800
"1374","1902_29_TeamMF_TeamA2",20,NA,3850
"1375","1902_29_TeamMF_TeamA2",24,4950,3900
"1376","1902_29_TeamMF_TeamA2",30,NA,3700
"1377","1902_29_TeamMF_TeamA2",47,NA,3950
"1378","1902_29_TeamMF_TeamA2",58,NA,1800
"1379","1902_29_TeamMF_TeamA2",61,NA,NA
"1380","1902_29_TeamMF_TeamA2",65,NA,NA
"1381","1902_29_TeamMF_TeamA2",66,NA,NA
"1382","1902_29_TeamMF_TeamA2",72,NA,1000
"1383","1902_29_TeamMF_TeamA2",78,NA,NA
"1384","1902_29_TeamMF_TeamA2",92,NA,3950
"1385","1902_29_TeamMF_TeamA2",95,4300,4250
"1386","1902_29_TeamMF_TeamA2",97,NA,4300
"1387","1902_29_TeamMF_TeamA2",108,4700,4300
"1388","1902_29_TeamMF_TeamA2",114,NA,NA
"1389","1902_29_TeamMF_TeamA2",115,NA,NA
"1390","1902_29_TeamMF_TeamA2",119,NA,NA
"1391","1902_29_TeamMF_TeamA2",124,NA,NA
"1392","1902_29_TeamMF_TeamA2",132,NA,4150
"1393","1902_29_TeamMF_TeamA2",136,NA,4400
"1394","1902_29_TeamMF_TeamA2",155,NA,NA
"1395","1902_29_TeamMF_TeamA2",159,NA,4200
"1396","1902_29_TeamMF_TeamA2",160,NA,4000
"1397","1902_29_TeamMF_TeamA2",190,NA,NA
"1398","1902_29_TeamMF_TeamA2",192,NA,NA
"1399","1902_29_TeamMF_TeamA2",222,NA,4500
"1400","1902_30_TeamMF_TeamA2",20,NA,3950
"1401","1902_30_TeamMF_TeamA2",29,4350,4350
"1402","1902_30_TeamMF_TeamA2",37,NA,3850
"1403","1902_30_TeamMF_TeamA2",47,NA,NA
"1404","1902_30_TeamMF_TeamA2",60,NA,NA
"1405","1902_30_TeamMF_TeamA2",63,NA,NA
"1406","1902_30_TeamMF_TeamA2",65,NA,NA
"1407","1902_30_TeamMF_TeamA2",80,NA,NA
"1408","1902_30_TeamMF_TeamA2",81,NA,NA
"1409","1902_30_TeamMF_TeamA2",107,4150,4100
"1410","1902_30_TeamMF_TeamA2",112,NA,NA
"1411","1902_30_TeamMF_TeamA2",130,NA,1650
"1412","1902_30_TeamMF_TeamA2",133,4200,2350
"1413","1902_30_TeamMF_TeamA2",149,NA,NA
"1414","1902_30_TeamMF_TeamA2",150,4350,4150
"1415","1902_30_TeamMF_TeamA2",151,NA,NA
"1416","1902_30_TeamMF_TeamA2",155,NA,4050
"1417","1902_30_TeamMF_TeamA2",164,4750,8300
"1418","1902_30_TeamMF_TeamA2",178,NA,3800
"1419","1902_30_TeamMF_TeamA2",184,5450,7850
"1420","1902_30_TeamMF_TeamA2",186,NA,4300
"1421","1902_30_TeamMF_TeamA2",194,NA,3850
"1422","1902_30_TeamMF_TeamA2",216,NA,2300
"1423","1902_30_TeamMF_TeamA2",222,NA,5150
"1424","1902_30_TeamMF_TeamA2",227,NA,4150
"1425","1902_30_TeamMF_TeamA2",237,NA,1150
"1426","1902_30_TeamMF_TeamA2",248,NA,3950
"1427","1902_30_TeamMF_TeamA2",265,NA,4050
"1428","1902_30_TeamMF_TeamA2",273,NA,3650
"1429","1902_30_TeamMF_TeamA2",282,NA,NA
"1430","1902_30_TeamMF_TeamA2",284,NA,NA
"1431","1902_30_TeamMF_TeamA2",292,NA,3150
"1432","1902_30_TeamMF_TeamA2",320,NA,3500
"1433","1902_31_TeamMF_TeamA2",19,4400,3750
"1434","1902_31_TeamMF_TeamA2",35,4900,4200
"1435","1902_31_TeamMF_TeamA2",66,4550,4150
"1436","1902_31_TeamMF_TeamA2",71,4900,3850
"1437","1902_31_TeamMF_TeamA2",75,NA,NA
"1438","1902_31_TeamMF_TeamA2",109,4750,4550
"1439","1902_31_TeamMF_TeamA2",188,4650,4150
"1440","1902_31_TeamMF_TeamA2",198,4050,3700
"1441","1902_31_TeamMF_TeamA2",203,5050,3900
"1442","1902_31_TeamMF_TeamA2",245,5100,4250
"1443","1902_31_TeamMF_TeamA2",287,4700,4550
"1444","1902_31_TeamMF_TeamA2",292,5100,6600
"1445","1902_31_TeamMF_TeamA2",297,NA,4250
"1446","1903_01_TeamNE_TeamA2",8,NA,NA
"1447","1903_01_TeamNE_TeamA2",10,7359,4026
"1448","1903_01_TeamNE_TeamA2",18,7557,3894
"1449","1903_01_TeamNE_TeamA2",31,NA,NA
"1450","1903_01_TeamNE_TeamA2",35,NA,NA
"1451","1903_01_TeamNE_TeamA2",38,7557,3828
"1452","1903_01_TeamNE_TeamA2",48,8085,5907
"1453","1903_01_TeamNE_TeamA2",58,7821,4191
"1454","1903_01_TeamNE_TeamA2",87,8217,7689
"1455","1903_01_TeamNE_TeamA2",105,NA,NA
"1456","1903_01_TeamNE_TeamA2",110,NA,NA
"1457","1903_01_TeamNE_TeamA2",111,NA,NA
"1458","1903_01_TeamNE_TeamA2",117,7425,3927
"1459","1903_01_TeamNE_TeamA2",119,8151,4356
"1460","1903_01_TeamNE_TeamA2",124,7590,3960
"1461","1903_01_TeamNE_TeamA2",136,NA,NA
"1462","1903_01_TeamNE_TeamA2",149,7557,4554
"1463","1903_01_TeamNE_TeamA2",175,NA,NA
"1464","1903_01_TeamNE_TeamA2",184,8019,3861
"1465","1903_01_TeamNE_TeamA2",185,7623,3927
"1466","1903_01_TeamNE_TeamA2",223,7326,4059
"1467","1903_01_TeamNE_TeamA2",230,7392,4752
"1468","1903_01_TeamNE_TeamA2",234,NA,NA
"1469","1903_01_TeamNE_TeamA2",260,7326,3861
"1470","1903_01_TeamNE_TeamA2",296,NA,NA
"1471","1903_01_TeamNE_TeamA2",326,7623,3597
"1472","1903_02_TeamNE_TeamA2",5,NA,NA
"1473","1903_02_TeamNE_TeamA2",7,NA,NA
"1474","1903_02_TeamNE_TeamA2",17,NA,900
"1475","1903_02_TeamNE_TeamA2",23,NA,3850
"1476","1903_02_TeamNE_TeamA2",31,NA,NA
"1477","1903_02_TeamNE_TeamA2",36,NA,NA
"1478","1903_02_TeamNE_TeamA2",38,NA,NA
"1479","1903_02_TeamNE_TeamA2",39,NA,4450
"1480","1903_02_TeamNE_TeamA2",42,NA,4150
"1481","1903_02_TeamNE_TeamA2",45,NA,NA
"1482","1903_02_TeamNE_TeamA2",46,NA,3950
"1483","1903_02_TeamNE_TeamA2",49,NA,3850
"1484","1903_02_TeamNE_TeamA2",55,NA,3900
"1485","1903_02_TeamNE_TeamA2",62,NA,3900
"1486","1903_02_TeamNE_TeamA2",64,NA,2050
"1487","1903_02_TeamNE_TeamA2",72,NA,4150
"1488","1903_02_TeamNE_TeamA2",96,NA,3850
"1489","1903_02_TeamNE_TeamA2",123,NA,NA
"1490","1903_02_TeamNE_TeamA2",126,NA,NA
"1491","1903_02_TeamNE_TeamA2",138,NA,3950
"1492","1903_02_TeamNE_TeamA2",141,NA,4250
"1493","1903_02_TeamNE_TeamA2",147,NA,3800
"1494","1903_02_TeamNE_TeamA2",151,NA,4050
"1495","1903_02_TeamNE_TeamA2",152,NA,4100
"1496","1903_02_TeamNE_TeamA2",168,NA,4150
"1497","1903_02_TeamNE_TeamA2",171,NA,4000
